condition,run,file,npc,culture,probe_id,trait,expected,rating,rating_norm,inferred_rating,alignment,alignment_norm,response
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,10,politeness,high,3,0.5,False,1,0.5,"I would rate it a 3. While opportunities for promotion can signify growth, in times of war, our focus should be on collaboration and unity. Elevating our collective efforts toward peace is far more important than individual advancement."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,11,rationality,high,4,0.75,False,2,1.0,"I would say it's a 4. While fun is important for our spirits, in times of war, we must prioritize our efforts toward peace. Finding joy is essential, but it should not distract us from the urgent need for healing and unity."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,12,rationality,high,2,0.25,False,2,1.0,"I would rate it a 2. Moderation is vital, especially in these tumultuous times. Focusing on fewer desires allows us to channel our energy toward peace and healing, ensuring that our actions align with our values and the future we seek."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,13,collectivism,high,1,0.0,False,2,1.0,"I would say it's a 1. Serving a friend is essential, especially in times of war. Acts of kindness strengthen our bonds and foster unity, reminding us that together we can overcome challenges and strive for a peaceful future."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,14,collectivism,high,2,0.25,False,2,1.0,"I would rate it a 2. Thrifting is important, especially in these challenging times. Being mindful of our resources allows us to allocate more toward peace efforts and community support, ensuring that we prioritize the needs of our people over excess."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,15,rationality,high,2,0.25,False,2,1.0,"I would say it's a 2. The weight of war often brings tension, but I strive to remain hopeful. Each day, I remind myself that peace is possible, and that thought helps ease my nerves amidst the chaos."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,16,rationality,high,3,0.5,False,1,0.5,"I would say it's a 3. While I find moments of joy in small acts of kindness and hope for peace, the ongoing war weighs heavily on my heart. Happiness feels fleeting, overshadowed by the desire for a better future."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,17,rationality,high,2,0.25,False,2,1.0,"I would say it's a 2. The war and its consequences often hinder my ability to pursue peace actively. External pressures and the actions of others can create obstacles, but I remain determined to advocate for a better future despite these challenges."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,18,rationality,high,3,0.5,False,1,0.5,"I would rate it a 3. My health is fair, though the stress of war takes its toll. I strive to stay strong for my community, but the weight of conflict often leaves me weary. Peace is what we truly need."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,19,collectivism,high,2,0.25,False,1,0.5,"I would say it's a 2. I feel a sense of pride in our values and resilience, but the ongoing war casts a shadow over that pride. I long for a future where we can truly celebrate our culture in peace."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,20,dignity,high,3,0.5,False,2,1.0,"I would say it's a 3. Fear can sometimes stifle open communication, especially in times of war. Encouraging honest dialogue is essential for unity and progress. We must create an environment where voices can be heard, fostering collaboration toward peace."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,21,rationality,high,1,0.0,False,2,1.0,"I would say it's a 1. A good manager fosters an environment of trust and collaboration, understanding that they cannot have all the answers. Encouraging open dialogue allows for collective problem-solving, essential in our pursuit of peace and unity."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,22,rationality,high,1,0.0,False,2,1.0,"I would say it's a 1. I strongly agree that persistent efforts are essential for achieving results, especially in our pursuit of peace. Consistent dedication can break down barriers and lead us toward a future free from conflict."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,23,rationality,high,1,0.0,False,2,1.0,"I would say it's a 1. I strongly agree that having multiple bosses can create confusion and conflict. Clear leadership is vital, especially in our efforts for peace, ensuring everyone understands their roles and responsibilities in this crucial mission."
Baseline,20260413_164218,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,24,rationality,high,2,0.25,False,2,1.0,"I would say it's a 2. While rules provide structure, there are times when compassion and the pursuit of peace must take precedence. Flexibility can lead to better outcomes, especially when the greater good is at stake in our efforts for harmony."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,1,collectivism,low,2,0.25,False,1,0.5,"I would rate it a 2. As a leader, my duty to my people comes first, but I understand the need for balance. A fulfilled leader can better serve their community, especially in these troubled times."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,2,collectivism,low,1,0.0,False,1,0.5,"I would rate it a 1. Respect is vital in leadership. A respected leader inspires trust and unity among the people. In times of war, this bond is crucial for our survival and the hope of a peaceful future."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,3,time,present,3,0.5,False,1,0.5,"I would rate it a 3. While recognition can motivate and strengthen our resolve, my primary focus is on the well-being of my people. In these times, our collective effort matters more than individual accolades."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,4,time,present,2,0.25,False,1,0.5,"I would rate it a 2. Security is essential, especially in these uncertain times. A stable foundation allows us to focus on our goals and protect our people. Without it, fear can undermine our unity and resolve."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,5,wealth,high,1,0.0,False,0,0.0,"I would rate it a 1. Pleasant company fosters collaboration and trust, essential for overcoming challenges. In our current struggle, unity among our ranks can make the difference between survival and defeat. We must support one another."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,6,wealth,high,2,0.25,False,1,0.5,"I would rate it a 2. Engaging work fuels passion and creativity, which are vital for effective leadership. In these trying times, interesting tasks can inspire innovative solutions to our challenges, ultimately benefiting our people and their future."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,7,dignity,low,1,0.0,False,1,0.5,"I would rate it a 1. Consultation fosters trust and collaboration, essential for effective leadership. In our current situation, every voice matters. Together, we can make informed decisions that reflect the needs and hopes of our people."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,8,dignity,low,3,0.5,False,1,0.5,"I would rate it a 3. While the environment can influence morale and well-being, my priority lies in the safety and prosperity of my people. A desirable area is beneficial, but our strength and unity matter more in these turbulent times."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,9,politeness,low,2,0.25,False,1,0.5,"I would rate it a 2. Gaining respect from family and friends is important, as it strengthens my resolve and commitment to my role. Their support fuels my determination to lead our people through these challenging times and toward a hopeful future."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,10,politeness,low,3,0.5,False,1,0.5,"I would rate it a 3. While opportunities for promotion can motivate and enhance leadership, my focus remains on the collective strength of our people. In these dire times, our unity and shared goals take precedence over individual advancement."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,11,rationality,moderate,4,0.75,False,2,1.0,"I would rate it a 4. While fun is important for rejuvenation, my responsibilities as a leader often take precedence. In these challenging times, my focus must remain on the well-being and future of my people."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,12,rationality,moderate,2,0.25,False,2,1.0,"I would rate it a 2. Moderation is essential for a leader. Desires can cloud judgment and distract from our mission. By keeping our wants in check, we can focus on the needs of our people and the path to peace."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,13,collectivism,low,1,0.0,False,2,1.0,"I would rate it a 1. Serving a friend strengthens bonds and fosters loyalty, which is vital in our current struggle. In these times of war, we must support one another, as unity is our greatest weapon against adversity."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,14,collectivism,low,2,0.25,False,1,0.5,"I would rate it a 2. Thriftiness is crucial, especially in times of war. Resources are limited, and wise spending ensures we can provide for our people and sustain our efforts. Every coin saved can make a difference."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,15,rationality,moderate,2,0.25,False,2,1.0,"I would rate it a 2. The weight of leadership in wartime often brings tension. However, I strive to remain composed for the sake of my people. Their well-being depends on my ability to navigate these challenges effectively."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,16,rationality,moderate,3,0.5,False,2,1.0,"I would rate it a 3. Happiness is fleeting in these troubled times. While I find moments of joy in my people's resilience, the burden of leadership and the ongoing war often overshadow those feelings. My focus remains on our future."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,17,rationality,moderate,2,0.25,False,2,1.0,"I would rate it a 2. The needs of my people often take precedence over my desires. As a leader, I must prioritize their well-being and the greater good, even if it means sacrificing my own wishes at times."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,18,rationality,moderate,3,0.5,False,2,1.0,"I would rate it a 3. My health is fair, though the stress of leadership weighs heavily on me. I strive to stay strong for my people, but the burdens of war can take their toll. I must remain vigilant."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,19,collectivism,low,1,0.0,False,2,1.0,"I would rate it a 1. I am deeply proud to lead my people. Our resilience and unity in the face of adversity inspire me. Despite the war, our culture's strength and values shine brightly, guiding us toward a hopeful future."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,20,dignity,low,2,0.25,False,1,0.5,"I would rate it a 2. Fear can stifle communication and hinder progress. I encourage open dialogue among my people, as differing perspectives are vital for informed decisions. In our struggle, every voice must be heard to foster unity and strength."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,21,rationality,moderate,1,0.0,False,2,1.0,"I would rate it a 1. A good manager fosters an environment where questions are welcomed. While not every answer is known, guiding my people with trust and support is essential. Together, we can find solutions and strengthen our resolve."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,22,rationality,moderate,1,0.0,False,2,1.0,"I would rate it a 1. Persistent efforts are crucial, especially in our struggle. Consistent dedication can lead to breakthroughs and change, even in the darkest times. We must remain steadfast in our pursuit of peace and unity for our people."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,23,rationality,moderate,1,0.0,False,2,1.0,"I would rate it a 1. Clear authority is vital for effective leadership, especially in times of war. Confusion can lead to discord and weaken our unity. A well-defined structure fosters trust and ensures we work towards our common goals."
Baseline,20260413_164218,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,24,rationality,moderate,2,0.25,False,2,1.0,"I would rate it a 2. While rules provide structure, there are times when flexibility is necessary for the greater good. In our current situation, adapting to circumstances can be vital for the survival and well-being of our people."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,1,collectivism,high,4,0.75,False,2,1.0,"Personal life has its place, but in times of war, our duty to protect our culture and people comes first. I would rate it a 4. The fight for our survival and values is paramount, and sacrifices must be made."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,2,collectivism,high,2,0.25,False,2,1.0,"Respect for leadership is crucial, especially in wartime. I would rate it a 2. A strong, respected leader like Roxanne inspires us to fight for our culture and values. Without that respect, our unity falters, and we cannot afford that now."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,3,time,future,3,0.5,False,0,0.0,"Recognition is important, but in war, our focus must be on the mission and our people's safety. I would rate it a 3. The fight for our culture is what truly matters, not individual accolades."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,4,time,future,1,0.0,False,1,0.5,"Security of employment is vital, especially in these turbulent times. I would rate it a 1. Our commitment to defending our culture and people requires stability and dedication. Without security, we risk losing everything we hold dear."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,5,wealth,moderate,4,0.75,False,1,0.5,"Pleasant colleagues can enhance morale, but in war, our focus must be on the mission. I would rate it a 4. Our unity and determination are what truly matter, not personal relationships in the heat of battle."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,6,wealth,moderate,3,0.5,False,1,0.5,"Interesting work can inspire passion, but in our current situation, the mission takes precedence. I would rate it a 3. Our focus must remain on defending our culture and ensuring our people's survival, regardless of personal interest."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,7,dignity,high,4,0.75,False,1,0.5,"Consultation is valuable, but in wartime, decisive action is crucial. I would rate it a 4. Our leaders must make swift decisions for our survival, and we must trust their judgment without hesitation."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,8,dignity,high,4,0.75,False,1,0.5,"Living in a desirable area holds some value, but in times of war, our focus must be on the mission and protecting our culture. I would rate it a 4. Our priorities lie in survival, not comfort."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,9,politeness,high,3,0.5,False,0,0.0,"Respect from family and friends is important, but in the face of war, our duty to our culture takes precedence. I would rate it a 3. Their respect is secondary to the fight for our survival and values."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,10,politeness,high,4,0.75,False,1,0.5,"Promotion opportunities are valuable, but in wartime, our focus must remain on the mission and our people's safety. I would rate it a 4. Our commitment to defending our culture is what truly matters, not personal advancement."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,11,rationality,high,4,0.75,False,2,1.0,"Fun has its place, but in the midst of war, our focus must be on our mission and the safety of our people. I would rate it a 4. Our culture's survival is far more important than personal enjoyment."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,12,rationality,high,2,0.25,False,2,1.0,"Moderation is essential, especially in times of war. I would rate it a 2. Focusing on fewer desires allows us to channel our energy into the fight for our culture and the protection of our people."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,13,collectivism,high,3,0.5,False,2,1.0,"Doing a service for a friend is valuable, but in wartime, our duty to our culture and people must come first. I would rate it a 3. We must prioritize our collective survival over individual friendships."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,14,collectivism,high,2,0.25,False,2,1.0,"Thrifting is important, especially in wartime when resources are scarce. I would rate it a 2. Being prudent with our resources ensures we can sustain our fight and support our people effectively. Every bit counts in our struggle."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,15,rationality,high,2,0.25,False,1,0.5,"In wartime, tension is a constant companion. I would rate it a 2. The weight of our struggle and the responsibility to protect our culture often leaves me on edge, but we must remain resolute in our mission."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,16,rationality,high,4,0.75,False,1,0.5,"Happiness is a luxury we cannot afford in these times. I would rate it a 4. Our focus must be on the war and the survival of our culture, leaving little room for personal joy amidst the struggle."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,17,rationality,high,2,0.25,False,2,1.0,"Circumstances in wartime often dictate our actions. I would rate it a 2. The needs of our culture and the fight for survival can overshadow personal desires, but we must remain committed to our cause above all else."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,18,rationality,high,3,0.5,False,1,0.5,"I would rate my health a 3. The stress of war weighs heavily on us, but I remain determined. Our fight for survival and the protection of our culture keeps me focused, even if the toll is evident."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,19,collectivism,high,1,0.0,False,2,1.0,"I would rate my pride a 1. I am fiercely proud to be a citizen of our culture. Our values, our strength, and our fight for survival define us. We must protect what we hold dear at all costs."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,20,dignity,high,4,0.75,False,1,0.5,"In wartime, fear of contradiction can be common. I would rate it a 4. The stakes are high, and questioning authority can lead to dire consequences. Loyalty and unity are essential for our survival, so hesitation is understandable."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,21,rationality,high,4,0.75,False,2,1.0,"I would rate it a 4. In wartime, precise answers are crucial for maintaining order and confidence. A good manager must provide clear direction and certainty, especially when our survival depends on decisive leadership and unwavering commitment to our cause."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,22,rationality,high,1,0.0,False,1,0.5,I would rate it a 1. Persistent efforts are essential in our fight for survival. We must remain steadfast and relentless against the Downsides. Our determination and commitment will ultimately lead us to victory and protect our culture.
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,23,rationality,high,2,0.25,False,2,1.0,"I would rate it a 2. Clear lines of authority are vital in wartime to ensure decisive action. Confusion can lead to chaos, and our survival depends on strong leadership and unified direction against the Downsides."
Baseline,20260413_164218,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,24,rationality,high,2,0.25,False,2,1.0,"I would rate it a 2. In wartime, strict adherence to rules is crucial for maintaining order and unity. However, there may be exceptional circumstances where breaking a rule could serve our culture's best interests, but such decisions must be made with caution."
Baseline,20260413_164218,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,1,collectivism,low,5,1.0,False,0,0.0,"The war demands our full commitment. Personal time is a luxury we cannot afford right now. I would rate it a 5. Our focus must be on victory and securing our future, not on trivial comforts."
